symbol,name,sector,industry,open,high,low,close,adj_close,volume,dividend_amount,split_coefficient,fte,fiscal_ye,latest_qtr,market_cap,ebitda,pe_ratio,peg_ratio,book_value,div_per_share,div_yield,eps,revenue_per_share,profit_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,qtr_earnings_growth_yoy,qtr_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,moving_avg_50_day,moving_avg_200_day,shares_outstanding,shares_float,shares_short,shares_short_prior_month,short_ratio,short_percent_outstanding,short_percent_float,percent_insider,percent_institution,forward_annual_div_rate,forward_annual_div_yield,payout_ratio,sma,ema,macd,macd_signal,macd_hist,stoch_slow_d,stoch_slow_k,rsi,stochrsi_fast_d,stochrsi_fast_k,willr,roc,rocr,bbands_upper,bbands_middle,bbands_lower,refresh_date
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.38,36.75,36.21,36.73,16.0016,4805200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.037,36.0883,0.1973,0.2355,-0.0382,78.0893,84.7144,61.0342,74.5516,100.0,-1.6547,0.4972,1.005,36.3924,36.037,35.6816,2010-09-01
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.19,36.3,35.93,36.17,16.0735,3555000.0,0.725,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.038,36.1068,0.1922,0.2268,-0.0347,81.8585,80.5065,55.1466,59.7495,34.3593,-47.9854,0.0276,1.0003,36.3951,36.038,35.6809,2010-09-02
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.27,36.37,36.01,36.21,16.0912,3050300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.084,36.1365,0.1923,0.2199,-0.0276,75.757,62.0502,57.0834,63.4373,55.9526,-44.6761,1.2846,1.0128,36.4301,36.084,35.7379,2010-09-03
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.19,36.33,35.97,36.0,15.9979,2610500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.091,36.1462,0.1839,0.2127,-0.0288,58.4773,32.8752,54.47,39.0427,26.8161,-62.0501,0.1938,1.0019,36.4425,36.091,35.7395,2010-09-07
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.04,36.43,35.95,36.3,16.1312,3231800.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.12,36.1269,0.1632,0.2028,-0.0396,41.8344,30.5777,49.7271,27.5896,0.0,-37.2301,0.8112,1.0081,36.3933,36.12,35.8467,2010-09-08
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.49,36.6,36.42,36.47,16.2068,2007600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.182,36.1929,0.181,0.1985,-0.0174,36.322,45.5131,61.0362,42.272,100.0,-23.1654,1.7285,1.0173,36.4805,36.182,35.8835,2010-09-09
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.46,36.73,36.41,36.66,16.2912,2032600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.219,36.2415,0.1905,0.1969,-0.0063,49.4464,72.2482,60.0358,63.718,91.1541,-7.446,1.0252,1.0103,36.5524,36.219,35.8856,2010-09-10
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.8,37.02,36.68,36.92,16.4068,3053100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.288,36.343,0.2229,0.2021,0.0209,68.3957,87.4256,66.8731,97.0514,100.0,-9.0009,1.9108,1.0191,36.7596,36.288,35.8164,2010-09-13
CTL,CenturyLink Inc,Communication Services,Telecom Services,36.85,37.737,36.84,37.54,16.6823,4828400.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.368,36.4352,0.2498,0.2116,0.0381,83.2975,90.2186,67.7739,97.0514,100.0,-10.7768,2.2191,1.0222,36.9161,36.368,35.8199,2010-09-14
CTL,CenturyLink Inc,Communication Services,Telecom Services,37.54,38.0,37.42,37.93,16.8556,3438500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.521,36.6361,0.323,0.2339,0.0891,89.7956,91.7425,77.2573,100.0,100.0,-3.3816,4.2488,1.0425,37.3606,36.521,35.6814,2010-09-15
CTL,CenturyLink Inc,Communication Services,Telecom Services,37.79,38.08,37.6603,38.08,16.9222,3302200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.662,36.8459,0.3966,0.2664,0.1302,92.273,94.8578,79.6662,100.0,100.0,0.0,3.8758,1.0388,37.7852,36.662,35.5388,2010-09-16
CTL,CenturyLink Inc,Communication Services,Telecom Services,38.42,39.03,38.21,38.79,17.2378,6203900.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,36.885,37.1321,0.5,0.3132,0.1869,93.9095,95.1282,84.3173,100.0,100.0,-7.7922,6.1619,1.0616,38.3716,36.885,35.3984,2010-09-17
CTL,CenturyLink Inc,Communication Services,Telecom Services,38.99,39.42,38.83,39.28,17.4555,4770300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,37.157,37.4699,0.6208,0.3747,0.2461,94.9243,94.787,87.2493,100.0,100.0,-4.0346,7.4993,1.075,39.0372,37.157,35.2768,2010-09-20
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.37,39.49,38.96,39.33,17.4777,3156900.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,37.475,37.8154,0.7387,0.4475,0.2912,94.0419,92.2105,88.8004,100.0,100.0,-4.5198,8.787,1.0879,39.6465,37.475,35.3035,2010-09-21
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.3,39.49,39.18,39.42,17.5177,3186300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,37.801,38.0853,0.8171,0.5214,0.2957,93.779,94.3395,86.6432,92.1277,76.3832,-2.2727,9.0455,1.0905,39.9916,37.801,35.6104,2010-09-22
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.18,39.26,38.65,38.75,17.22,5179800.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,38.07,38.2843,0.8596,0.5891,0.2705,87.8091,76.8774,82.8113,58.7944,0.0,-24.026,7.3719,1.0737,40.2107,38.07,35.9293,2010-09-23
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.04,39.25,38.95,39.25,17.4422,4309600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,38.328,38.4217,0.8719,0.6456,0.2263,80.3823,69.9301,78.3213,25.4611,0.0,-8.5409,7.0762,1.0708,40.24,38.328,36.416,2010-09-24
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.35,39.48,38.9,39.3,17.4644,3149500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,38.583,38.5905,0.8964,0.6958,0.2006,70.1577,63.6657,80.8728,8.1164,24.3491,-7.1698,6.9293,1.0693,40.28,38.583,36.886,2010-09-27
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.42,39.94,39.32,39.9,17.731,3812400.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,38.84,38.7413,0.9109,0.7388,0.1721,71.8329,81.9029,81.4215,20.5342,37.2534,-1.5873,6.9742,1.0697,40.1417,38.84,37.5383,2010-09-28
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.89,39.93,39.54,39.62,17.6066,2310300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.075,38.9502,0.9494,0.7809,0.1685,76.2422,83.158,84.6962,53.8675,100.0,-14.0369,6.26,1.0626,40.1879,39.075,37.9621,2010-09-29
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.89,40.0,39.45,39.46,17.5355,3562000.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.285,39.121,0.9688,0.8185,0.1503,79.7983,74.334,84.6962,79.0845,100.0,-30.1676,5.557,1.0556,40.1019,39.285,38.4681,2010-09-30
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.62,39.89,39.39,39.77,17.6733,2350200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.405,39.2118,0.9513,0.8451,0.1063,75.2967,68.3979,75.2847,66.6667,0.0,-17.037,3.1234,1.0312,40.0011,39.405,38.8089,2010-10-01
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.71,39.9,39.36,39.52,17.5622,2692500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.477,39.3024,0.934,0.8629,0.0712,65.2897,53.1373,76.2617,36.7935,10.3806,-35.5556,1.8466,1.0185,40.0273,39.477,38.9267,2010-10-04
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.78,40.29,39.62,40.09,17.8155,3998300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.518,39.3892,0.9154,0.8734,0.042,61.2892,62.3324,77.0458,9.6976,18.7122,-12.1951,1.0414,1.0104,40.091,39.518,38.945,2010-10-05
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.04,40.32,39.87,40.26,17.891,2785700.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.592,39.5075,0.9111,0.8809,0.0302,60.8962,67.2188,79.7996,25.6883,47.9721,-3.5928,1.883,1.0188,40.2216,39.592,38.9624,2010-10-06
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.2,40.34,39.7101,40.06,17.8021,3650700.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.694,39.6334,0.9101,0.8868,0.0234,70.2585,81.2244,81.3311,55.5615,100.0,-19.4444,2.6034,1.026,40.3533,39.694,39.0347,2010-10-07
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.02,40.07,39.18,39.76,17.6688,3265700.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.792,39.7037,0.8846,0.8863,-0.0017,73.3898,71.7262,74.2909,49.324,0.0,-40.2778,2.5102,1.0251,40.3094,39.792,39.2746,2010-10-08
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.79,39.79,39.59,39.76,17.6688,1690700.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.836,39.7194,0.8362,0.8763,-0.0401,70.0311,57.1429,66.1601,33.3333,0.0,-50.0,1.1182,1.0112,40.2624,39.836,39.4096,2010-10-11
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.93,39.94,39.34,39.79,17.6821,3515000.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.887,39.7577,0.8,0.861,-0.0611,59.9104,50.8621,68.4923,5.1243,15.373,-47.4138,1.2938,1.0129,40.2122,39.887,39.5618,2010-10-12
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.03,40.18,39.81,39.89,17.7266,3033700.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.901,39.8072,0.7704,0.8429,-0.0725,54.2009,54.5977,70.1264,13.8389,26.1438,-38.7931,0.351,1.0035,40.2374,39.901,39.5646,2010-10-13
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.01,40.125,39.83,40.02,17.7844,2473800.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.913,39.8441,0.7368,0.8217,-0.0849,57.1303,65.931,69.3274,26.8236,38.9541,-27.5862,0.3008,1.003,40.2555,39.913,39.5705,2010-10-14
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.06,40.42,39.74,39.88,17.7221,6181100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.957,39.8833,0.7062,0.7986,-0.0924,61.8659,65.069,70.2684,55.0326,100.0,-43.5484,1.1106,1.0111,40.2466,39.957,39.6674,2010-10-15
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.96,40.16,39.8145,39.91,17.7355,2591200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.982,39.8973,0.6661,0.7721,-0.106,64.4198,62.2593,65.7837,46.318,0.0,-41.129,0.6296,1.0063,40.2206,39.982,39.7434,2010-10-18
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.7,39.79,39.31,39.52,17.5622,5844400.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.974,39.8614,0.6064,0.7389,-0.1326,55.9646,40.5656,55.5431,33.3333,0.0,-72.5806,-0.2011,0.998,40.2427,39.974,39.7053,2010-10-19
CTL,CenturyLink Inc,Communication Services,Telecom Services,39.78,40.28,39.75,40.21,17.8688,3754500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.948,39.8466,0.5591,0.703,-0.1439,51.2503,50.9259,57.7896,5.0853,15.256,-16.9355,-0.6494,0.9935,40.2357,39.948,39.6603,2010-10-20
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.39,40.78,40.3,40.47,17.9843,2861100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,39.967,39.9454,0.5643,0.6752,-0.111,50.3762,59.6372,70.4433,38.4187,100.0,-19.375,0.4726,1.0047,40.3332,39.967,39.6008,2010-10-21
CTL,CenturyLink Inc,Communication Services,Telecom Services,40.45,40.69,40.4,40.59,18.0377,1708900.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,40.01,40.0371,0.5667,0.6535,-0.0868,64.3063,82.3558,71.3809,71.752,100.0,-12.9252,1.0745,1.0107,40.4778,40.01,39.5422,2010-10-22
